Property Name,Portfolio Manager ID,Street Address,City/Municipality,State/Province,Postal Code,Country,Property Type - Self-Selected,Gross Floor Area,GFA Units
Ashbridges Bay Park,34999598,1675 Lakeshore Blvd E,Toronto,Ontario,M4L 3W6,Canada,Other - Public Services,17,Sq. Ft.
Ashtonbee Reservoir Park,34999599,21 ASHTONBEE RD,Scarborough,Ontario,M1L 4R5,Canada,Other - Public Services,27,Sq. Ft.
Arena Gardens,34999596,78 MUTUAL ST,Toronto,Ontario,M5B 2N3,Canada,Other - Public Services,5,Sq. Ft.
Art Eggleton Park,34999597,323 HARBORD ST,Toronto,Ontario,M6G 1H1,Canada,Other - Public Services,157,Sq. Ft.
Anniversary Park,34999594,410 PARLIAMENT ST,Toronto,Ontario,M5A 3A1,Canada,Other - Public Services,25,Sq. Ft.
Anthony Road School Park,34999595,111 ANTHONY RD,North York,Ontario,M3K 1B7,Canada,Other - Public Services,26,Sq. Ft.
Amesbury Park,34999592,1505 LAWRENCE AVE W,North York,Ontario,M6L 1A8,Canada,Other - Public Services,23,Sq. Ft.
Amos Waites Pool,34999593,2441 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 1C5,Canada,Other - Public Services,30,Sq. Ft.
Campbell Park,34999638,225 CAMPBELL AVE,Toronto,Ontario,M6P 3V4,Canada,Other - Public Services,59,Sq. Ft.
Canary District,34999639,0 Rolling Mills Rd,Toronto,Ontario,M5A 1H7,Canada,Other - Public Services,1,Sq. Ft.
Buttonwood Park,34999636,30 MULHAM PL,Etobicoke,Ontario,M9A 4W1,Canada,Other - Public Services,51,Sq. Ft.
Caledonia Park Santo Domingo Baseball Field,34999637,1144 LAWRENCE AVE W,North York,Ontario,M6A 1C8,Canada,Other - Public Services,55,Sq. Ft.
Brookdale Park,34999634,423 BROOKDALE AVE,Toronto,Ontario,M5M 1N5,Canada,Other - Public Services,1,Sq. Ft.
Burrows Hall Park,34999635,239 BURROWS HALL BLVD,Scarborough,Ontario,M1B 1M5,Canada,Other - Public Services,1,Sq. Ft.
Broadview Subway Station Parkette,34999632,769 Broadview Ave.,Toronto,Ontario,M4K 2P7,Canada,Other - Public Services,1,Sq. Ft.
Brookbanks Park,34999633,75 BROOKBANKS DR,North York,Ontario,M3A 2S9,Canada,Other - Public Services,1,Sq. Ft.
Centennial Park Ski and Snowboard Centre,34999646,156 CENTENNIAL PARK RD,Etobicoke,Ontario,M9C 5H1,Canada,Other - Public Services,84,Sq. Ft.
Centre Island Buildings,34999647,0 Centre Isld,Toronto,Ontario,M5J 2V3,Canada,Other - Public Services,66,Sq. Ft.
Cawthra Playground,34999644,355 ALBANY AVE,Toronto,Ontario,M5R 3E2,Canada,Other - Public Services,83,Sq. Ft.
Centennial Park,34999645, EGLINTON AVE W,Etobicoke,Ontario,M9C 5K6,Canada,Other - Public Services,1,Sq. Ft.
Cassandra Park,34999642,230 CASSANDRA BLVD,North York,Ontario,M3A 1V3,Canada,Other - Public Services,33,Sq. Ft.
Cassels Ave Playground,34999643,69 CASSELS AVE,Toronto,Ontario,M4E 1Y3,Canada,Other - Public Services,79,Sq. Ft.
Canoe Landing Park,34999640,95 Fort York Blvd,Toronto,Ontario,M5V 3Y7,Canada,Other - Public Services,56,Sq. Ft.
Carlton Park,34999641,20 EDITH AVE,Toronto,Ontario,M6P 3T5,Canada,Other - Public Services,57,Sq. Ft.
Birchmount Stadium,34999622,85 BIRCHMOUNT RD,Scarborough,Ontario,M1N 3J7,Canada,Other - Public Services,41,Sq. Ft.
Birunthan Park,34999623,31 Dragonfly Cres,Scarborough,Ontario,M1X 1W2,Canada,Other - Public Services,1,Sq. Ft.
Bill Johnston Park,34999620, WESTERN BATTERY RD,Toronto,Ontario,M6K 3N9,Canada,Other - Public Services,1,Sq. Ft.
Birch Park,34999621,75 Arcadian Circle,Etobicoke,Ontario,M8W 2Z5,Canada,Other - Public Services,1,Sq. Ft.
Bestview Park,34999618,115 BESTVIEW DR,North York,Ontario,M2M 2Y3,Canada,Other - Public Services,52,Sq. Ft.
Berczy Park,34999616,35 WELLINGTON ST E,Toronto,Ontario,M5E 1C7,Canada,Other - Public Services,54,Sq. Ft.
Beresford Park,34999617,401 BERESFORD AVE,Toronto,Ontario,M6S 3B6,Canada,Other - Public Services,47,Sq. Ft.
Briar Crest Park,34999630, WELLESWORTH DR,Etobicoke,Ontario,M9C 4R3,Canada,Other - Public Services,3,Sq. Ft.
Bridlewood Park,34999631,445 HUNTINGWOOD DR,Scarborough,Ontario,M1W 1G3,Canada,Other - Public Services,48,Sq. Ft.
Bond Park,34999628,120 BOND AVE,North York,Ontario,M3B 3R3,Canada,Other - Public Services,42,Sq. Ft.
Botany Hill Park,34999629,277 ORTON PARK RD,Scarborough,Ontario,M1G 3T4,Canada,Other - Public Services,1,Sq. Ft.
Bluehaven Park,34999626,19 BLUE HAVEN CRES,North York,Ontario,M9M 1W6,Canada,Other - Public Services,1,Sq. Ft.
Bluffer's Park,34999627,2 CECIL CRES,Scarborough,Ontario,M1M 1A4,Canada,Other - Public Services,309,Sq. Ft.
Blantyre Park,34999624,180 FALLINGBROOK RD,Scarborough,Ontario,M1N 2V3,Canada,Other - Public Services,38,Sq. Ft.
Bloordale Park,34999625, TOLEDO RD,Etobicoke,Ontario,M9C 2H3,Canada,Other - Public Services,1,Sq. Ft.
Coronation Park - Toronto,34999670,711 LAKE SHORE BLVD W,Toronto,Ontario,M5V 3T7,Canada,Other - Public Services,75,Sq. Ft.
Corvette Park,34999671,40 CORVETTE AVE,Scarborough,Ontario,M1K 3G3,Canada,Other - Public Services,1,Sq. Ft.
Corktown Common,34999668,155 Bayview Ave,Toronto,Ontario,M5V 3C3,Canada,Other - Public Services,1,Sq. Ft.
Coronation Park - Etobicoke,34999669,10 Judson St,Toronto,Ontario,M8Z 1A6,Canada,Other - Public Services,1,Sq. Ft.
Columbus Parkette,34999666,1985 DUNDAS ST W,Toronto,Ontario,M6R 1W7,Canada,Other - Public Services,69,Sq. Ft.
Connorvale Park,34999667,250 VALERMO DR,Etobicoke,Ontario,M8W 2K8,Canada,Other - Public Services,1,Sq. Ft.
Colonel Danforth Park,34999664,73 COLONEL DANFORTH TRL,Scarborough,Ontario,M1C 1P8,Canada,Other - Public Services,60,Sq. Ft.
Colonel Samuel Smith Park,34999665,3155 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 4B7,Canada,Other - Public Services,80,Sq. Ft.
Cullen Bryant Park,34999678,50 Barbara Cres.,Toronto,Ontario,M4C 3A1,Canada,Other - Public Services,1,Sq. Ft.
Curzon Parkette,34999679,58 CURZON ST,Toronto,Ontario,M4M 3B4,Canada,Other - Public Services,1,Sq. Ft.
Cresthaven Park,34999676,37 CRESTHAVEN DR,North York,Ontario,M2H 1L9,Canada,Other - Public Services,63,Sq. Ft.
Cudmore Creek Park,34999677,250 Manor Rd.,Toronto,Ontario,M4S 1R8,Canada,Other - Public Services,1,Sq. Ft.
Courthouse Square,34999674,10 Court St.,Toronto,Ontario,M5C 2A1,Canada,Other - Public Services,1,Sq. Ft.
Craigleigh Gardens,34999675,160 SOUTH DR,Toronto,Ontario,M4W 1S3,Canada,Other - Public Services,71,Sq. Ft.
Cosburn Ave Units,34999672,530 Cosburn Ave,Toronto,Ontario,M4J 4Y7,Canada,Other - Public Services,74,Sq. Ft.
Cosburn Park,34999673,523 COSBURN AVE,Toronto,Ontario,M4J 2N2,Canada,Other - Public Services,1,Sq. Ft.
Christie Pits,34999654,750 BLOOR ST W,Toronto,Ontario,M6G 1L6,Canada,Other - Public Services,65,Sq. Ft.
Clanton Park,34999655,30 PALM DR,North York,Ontario,M3H 2B6,Canada,Other - Public Services,76,Sq. Ft.
Charlottetown Park,34999652,65 CHARLOTTETOWN BLVD,Scarborough,Ontario,M1C 2C7,Canada,Other - Public Services,82,Sq. Ft.
Chelsea Avenue Playground,34999653,103 CHELSEA AVE,Toronto,Ontario,M6P 1C3,Canada,Other - Public Services,64,Sq. Ft.
Charles G. Williams Park,34999650,75 Wabash Ave,Toronto,Ontario,M6R 1N1,Canada,Other - Public Services,1,Sq. Ft.
Charlotte Maher Park,34999651,550 ROEHAMPTON AVE,Toronto,Ontario,M4P 1S5,Canada,Other - Public Services,1,Sq. Ft.
Chaplin Parkette,34999648,310 CHAPLIN CRES,Toronto,Ontario,M5N 2M8,Canada,Other - Public Services,61,Sq. Ft.
Charles Caccia Park,34999649, NAIRN AVE,Toronto,Ontario,M6E 4J3,Canada,Other - Public Services,1,Sq. Ft.
Coleman Park,34999662,19 COLEMAN AVE,Toronto,Ontario,M4C 1P7,Canada,Other - Public Services,73,Sq. Ft.
College Park,34999663,484 YONGE ST,Toronto,Ontario,M4Y 1X5,Canada,Other - Public Services,72,Sq. Ft.
Cloverdale Park,34999660,85 Shaver Ave S,Etobicoke,Ontario,M9B 4N6,Canada,Other - Public Services,9,Sq. Ft.
Clydesdale Park,34999661,116 CLYDESDALE DR,North York,Ontario,M2J 3N3,Canada,Other - Public Services,70,Sq. Ft.
Close Avenue Parkette,34999658,116 CLOSE AVE,Toronto,Ontario,M6K 2V2,Canada,Other - Public Services,67,Sq. Ft.
Clover Hill Park,34999659,1020 Bay St.,Toronto,Ontario,M5S 1J4,Canada,Other - Public Services,1,Sq. Ft.
Clara Will Park,34999656,1 Queen Magdalene Pl,North York,Ontario,M2H 2C1,Canada,Other - Public Services,1,Sq. Ft.
Clarence Square Park,34999657,25 CLARENCE SQ,Toronto,Ontario,M5V 1H1,Canada,Other - Public Services,1,Sq. Ft.
Downsview Memorial Parkette,34999702,1092 Wilson Ave.,North York,Ontario,M3K 1G6,Canada,Other - Public Services,1,Sq. Ft.
Dufferin Grove Park,34999703,875 DUFFERIN ST,Toronto,Ontario,M6H 4J3,Canada,Other - Public Services,94,Sq. Ft.
Douglas Park,34999700,481 EVANS AVE,Etobicoke,Ontario,M8W 2V2,Canada,Other - Public Services,1,Sq. Ft.
Downsview Dells Park,34999701,1655 SHEPPARD AVE W,North York,Ontario,M3M 2X4,Canada,Other - Public Services,106,Sq. Ft.
Donald D. Summerville Olympic Pool,34999698,1867 LAKE SHORE BLVD E,Toronto,Ontario,M4L 6S8,Canada,Other - Public Services,360,Sq. Ft.
Donnybrook Park,34999699,43 Loyalist Rd.,Etobicoke,Ontario,M9A 3P2,Canada,Other - Public Services,1,Sq. Ft.
Don Valley Golf Course,34999696,4200 YONGE ST,North York,Ontario,M2P 1N9,Canada,Other - Public Services,107,Sq. Ft.
Don Valley Parks,34999697,Don Mills/Don Valley Parkway,Toronto,Ontario,M4J 4Y7,Canada,Other - Public Services,108,Sq. Ft.
Dunlop Parkette,34999710,19 Dunlop Ave.,Scarborough,Ontario,M1K 1K9,Canada,Other - Public Services,1,Sq. Ft.
Dunn Avenue Parkette,34999711,245 DUNN AVE,Toronto,Ontario,M6K 1S6,Canada,Other - Public Services,100,Sq. Ft.
Dundas Watkinson Parkette,34999708,2744 DUNDAS ST W,Toronto,Ontario,M6P 1Y3,Canada,Other - Public Services,1,Sq. Ft.
Dunlace Park,34999709,28 DUNLACE DR,North York,Ontario,M2L 2S1,Canada,Other - Public Services,99,Sq. Ft.
Dundas Parkette,34999706,160 BOULTON AVE,Toronto,Ontario,M4M 2J9,Canada,Other - Public Services,91,Sq. Ft.
Dundas St Clarens Parkette,34999707,1717 DUNDAS ST W,Toronto,Ontario,M6K 1V4,Canada,Other - Public Services,103,Sq. Ft.
Dufferin King Park,34999704,256 DUFFERIN ST,Toronto,Ontario,M6K 1Z3,Canada,Other - Public Services,105,Sq. Ft.
Duncan Creek Park,34999705,3700 DON MILLS RD,North York,Ontario,M2H 3J2,Canada,Other - Public Services,89,Sq. Ft.
Dell Park,34999686,50 DELL PARK AVE,Toronto,Ontario,M6B 2T6,Canada,Other - Public Services,92,Sq. Ft.
Dentonia Park,34999687, DENTONIA PARK AVE,Toronto,Ontario,M4C 2C8,Canada,Other - Public Services,93,Sq. Ft.
David Crombie Park,34999684,131 THE ESPLANADE,Toronto,Ontario,M5E 1Y7,Canada,Other - Public Services,88,Sq. Ft.
De Grassi St Park,34999685,125 DE GRASSI ST,Toronto,Ontario,M4M 2K5,Canada,Other - Public Services,95,Sq. Ft.
Davenport Village Park,34999682,18 Foundry Ave.,Toronto,Ontario,M6H 4L1,Canada,Other - Public Services,1,Sq. Ft.
David A. Balfour Park,34999683,10 ROSEHILL AVE,Toronto,Ontario,M4T 2W7,Canada,Other - Public Services,86,Sq. Ft.
Dallington Park,34999680,39 GLENTWORTH RD,North York,Ontario,M2J 2E7,Canada,Other - Public Services,87,Sq. Ft.
Dane Park,34999681,90 Via Bagnato,North York,Ontario,M6A 2S1,Canada,Other - Public Services,1,Sq. Ft.
Don Mills Trail,34999694,Don Mills Trail,Toronto,Ontario,M3B 2R2,Canada,Other - Public Services,1,Sq. Ft.
Don Valley Gc Service Bldg,34999695,4200 YONGE ST,North York,Ontario,M2P 1N9,Canada,Other - Public Services,109,Sq. Ft.
Dieppe Park Ice Rink,34999692,455 COSBURN AVE,Toronto,Ontario,M4J 2N2,Canada,Other - Public Services,97,Sq. Ft.
Dixon Park Rink,34999693,350 DIXON RD,Etobicoke,Ontario,M9R 1T1,Canada,Other - Public Services,98,Sq. Ft.
Derrydowns Park,34999690,15 CLUBHOUSE CRT,North York,Ontario,M3L 2L7,Canada,Other - Public Services,90,Sq. Ft.
Dieppe Park Baseball Clubhouse,34999691,455 COSBURN AVE,Toronto,Ontario,M4J 2N2,Canada,Other - Public Services,101,Sq. Ft.
Dentonia Park Clubhouse,34999688,88 DENTONIA PARK AVE,Toronto,Ontario,M4C 1W9,Canada,Other - Public Services,104,Sq. Ft.
Dentonia Park Golf Course,34999689,781 VICTORIA PARK AVE,Toronto,Ontario,M4C 5S8,Canada,Other - Public Services,102,Sq. Ft.
Fairhaven Park Outdoor Pool,34999734,100 Golfwood Heights,Etobicoke,Ontario,M9P 3M2,Canada,Other - Public Services,129,Sq. Ft.
Felstead Avenue Playground,34999735,60 FELSTEAD AVE,Toronto,Ontario,M4J 1G2,Canada,Other - Public Services,127,Sq. Ft.
Fairbank Park Pool,34999732,2213 DUFFERIN ST,Toronto,Ontario,M6E 3S2,Canada,Other - Public Services,126,Sq. Ft.
Fairford Avenue Parkette,34999733,68 FAIRFORD AVE,Toronto,Ontario,M4L 2K1,Canada,Other - Public Services,125,Sq. Ft.
Etobicoke Valley Park,34999730,72 WESTHEAD RD,Etobicoke,Ontario,M8W 4S3,Canada,Other - Public Services,1,Sq. Ft.
Everett Park,34999731, EVERETT CRES,Toronto,Ontario,M4C 4P2,Canada,Other - Public Services,1,Sq. Ft.
Ethennonnhawahstihnen (Woodsy) Park,34999728,80 McMahon Dr,North York,Ontario,M2K 0E4,Canada,Other - Public Services,1,Sq. Ft.
Etienne Brule Park,34999729,10 CATHERINE ST,Toronto,Ontario,M6S 4K2,Canada,Other - Public Services,112,Sq. Ft.
G. Ross Lord Park,34999742,740 FINCH AVE W,North York,Ontario,M3H 5W5,Canada,Other - Public Services,149,Sq. Ft.
Galloway Park,34999743,80 GALLOWAY RD,Scarborough,Ontario,M1E 1G5,Canada,Other - Public Services,1,Sq. Ft.
Frank Stollery Parkette,34999740,1 DAVENPORT RD,Toronto,Ontario,M5R 1H2,Canada,Other - Public Services,134,Sq. Ft.
Fred Hamilton Playground,34999741,155 ROXTON RD,Toronto,Ontario,M6J 2Y4,Canada,Other - Public Services,130,Sq. Ft.
Forest Hill Road Park,34999738,179 Forest Hill Rd.,Toronto,Ontario,M5P 2K3,Canada,Other - Public Services,1,Sq. Ft.
Fountainhead Park,34999739,1650 FINCH AVE E,North York,Ontario,M2J 4X8,Canada,Other - Public Services,133,Sq. Ft.
Firgrove Park,34999736,254 FIRGROVE CRES,North York,Ontario,M3N 1K8,Canada,Other - Public Services,128,Sq. Ft.
Flagstaff Park Outdoor Pool,34999737,42 MERCURY RD,Etobicoke,Ontario,M9W 3H5,Canada,Other - Public Services,131,Sq. Ft.
East Point Park,34999718,101 COPPERFIELD RD,Scarborough,Ontario,M1E 5G7,Canada,Other - Public Services,120,Sq. Ft.
East Toronto Athletic Fieldhouse,34999719,175 MAIN ST,Toronto,Ontario,M4E 2W2,Canada,Other - Public Services,123,Sq. Ft.
East Lynn Park,34999716,1949 DANFORTH AVE,Toronto,Ontario,M4C 1J4,Canada,Other - Public Services,119,Sq. Ft.
East Mall Park,34999717,355 The East Mall,Etobicoke,Ontario,M9B 3Z7,Canada,Other - Public Services,1,Sq. Ft.
Earlscourt Park,34999714,1200 LANSDOWNE AVE,Toronto,Ontario,M6H 3Z8,Canada,Other - Public Services,114,Sq. Ft.
East Don Parkland,34999715,111 ALAMOSA DR,North York,Ontario,M2J 2N8,Canada,Other - Public Services,115,Sq. Ft.
E.T. Seton Park,34999712,OVERLEA BLVD,North York,Ontario,M3C 1B2,Canada,Other - Public Services,124,Sq. Ft.
Earl Bales Park,34999713,4175 Bathurst St.,North York,Ontario,M3H 3P7,Canada,Other - Public Services,110,Sq. Ft.
Erwin Krickhan Park,34999726,121 RANKIN CRES,Toronto,Ontario,M6P 4E2,Canada,Other - Public Services,1,Sq. Ft.
Esther Shiner Stadium,34999727,550 FINCH AVE W,North York,Ontario,M2R 1N6,Canada,Other - Public Services,122,Sq. Ft.
Elmcrest Park,34999724,575 RATHBURN RD,Etobicoke,Ontario,M9C 3J5,Canada,Other - Public Services,1,Sq. Ft.
Eringate Pool,34999725,121 WELLESWORTH DR,Etobicoke,Ontario,M9C 4R8,Canada,Other - Public Services,121,Sq. Ft.
Elizabeth Simcoe Park,34999722,180 SYLVAN AVE,Scarborough,Ontario,M1E 1A3,Canada,Other - Public Services,1,Sq. Ft.
Ellerslie Park,34999723,499 ELLERSLIE AVE,North York,Ontario,M2R 1C3,Canada,Other - Public Services,1,Sq. Ft.
Eglinton Flats Sport Pavilions,34999720,3601 EGLINTON AVE W,Toronto,Ontario,M6M 1V8,Canada,Other - Public Services,116,Sq. Ft.
Eglinton Park,34999721,200 Eglinton Ave. W,Toronto,Ontario,M4R 1C3,Canada,Other - Public Services,1,Sq. Ft.
Greenfield Park,34999766,291 GREENFIELD AVE,North York,Ontario,M2N 3E4,Canada,Other - Public Services,1,Sq. Ft.
Greenwood Park,34999767,150 GREENWOOD AVE,Toronto,Ontario,M4L 2R1,Canada,Other - Public Services,147,Sq. Ft.
Graydon Hall Park,34999764,151 GRAYDON HALL DR,North York,Ontario,M3A 3B4,Canada,Other - Public Services,139,Sq. Ft.
Greenbrae Parkette,34999765,100 GREENBRAE CRCT,Scarborough,Ontario,M1H 1R3,Canada,Other - Public Services,1,Sq. Ft.
Grange Park,34999762,317 DUNDAS ST W,Toronto,Ontario,M5T 1G4,Canada,Other - Public Services,143,Sq. Ft.
Grattan Park,34999763,52 GRATTAN ST,Toronto,Ontario,M9N 3J5,Canada,Other - Public Services,145,Sq. Ft.
Grand Manitoba Park,34999760,1 Grand Ave,Etobicoke,Ontario,M8Y 3Y3,Canada,Other - Public Services,1,Sq. Ft.
Grandravine Park,34999761, SENTINEL RD,North York,Ontario,M3J 1T4,Canada,Other - Public Services,1,Sq. Ft.
Havenbrook Park,34999774,15 HAVENBROOK BLVD,North York,Ontario,M2J 1A3,Canada,Other - Public Services,159,Sq. Ft.
Hawksbury Park,34999775,2 ELKHORN DR,North York,Ontario,M2K 1J3,Canada,Other - Public Services,262,Sq. Ft.
Harbour Square Park,34999772,21 QUEENS QUAY W,Toronto,Ontario,M5J 2H3,Canada,Other - Public Services,176,Sq. Ft.
Harryetta Gardens,34999773,170 TORRESDALE AVE,North York,Ontario,M2R 3E4,Canada,Other - Public Services,158,Sq. Ft.
Halbert Park,34999770,24 ROCKWOOD DR,Scarborough,Ontario,M1M 3N1,Canada,Other - Public Services,156,Sq. Ft.
Hanlan's Point Buildings,34999771,0 Hanlans Pt,Toronto,Ontario,M5V 1A1,Canada,Other - Public Services,171,Sq. Ft.
Greystone Park,34999768,845 DANFORTH RD,Scarborough,Ontario,M1K 1J2,Canada,Other - Public Services,6,Sq. Ft.
Gwendolen Park,34999769,3 GWENDOLEN CRES,North York,Ontario,M2N 2L7,Canada,Other - Public Services,155,Sq. Ft.
Giltspur Park,34999750,85 MAGELLAN DR,North York,Ontario,M3L 1T3,Canada,Other - Public Services,140,Sq. Ft.
Giovanni Caboto Pool/Rink,34999751,1200 LANSDOWNE AVE,Toronto,Ontario,M6H 3Z8,Canada,Other - Public Services,154,Sq. Ft.
Gibson Park,34999748,42 PARK HOME AVE,North York,Ontario,M2N 1W5,Canada,Other - Public Services,1,Sq. Ft.
Gihon Spring Park Outdoor Pool,34999749,75 GIHON SPRING DR,Etobicoke,Ontario,M9V 4X6,Canada,Other - Public Services,152,Sq. Ft.
Geary Avenue Parkette,34999746,160 GEARY AVE,Toronto,Ontario,M6H 2B9,Canada,Other - Public Services,144,Sq. Ft.
George Webster Park,34999747,30 CHAPMAN AVE,East York,Ontario,M4B 2N9,Canada,Other - Public Services,138,Sq. Ft.
Gamble Park,34999744,150 GAMBLE AVE,Toronto,Ontario,M4J 2P3,Canada,Other - Public Services,136,Sq. Ft.
Gateway Park,34999745,70 EAST LIBERTY ST,Toronto,Ontario,M6K 3R7,Canada,Other - Public Services,1,Sq. Ft.
Gracedale Park,34999758,176 GRACEDALE BLVD,North York,Ontario,M9L 2C1,Canada,Other - Public Services,146,Sq. Ft.
Grafton Avenue Park,34999759,23 RONCESVALLES AVE,Toronto,Ontario,M6R 2K4,Canada,Other - Public Services,153,Sq. Ft.
Glen Stewart Park,34999756,841 KINGSTON RD,Toronto,Ontario,M4E 1R9,Canada,Other - Public Services,151,Sq. Ft.
Glendora Park,34999757,201 GLENDORA AVE,North York,Ontario,M2N 2W6,Canada,Other - Public Services,142,Sq. Ft.
Glen Park,34999754,44 Eastglen Cres.,Etobicoke,Ontario,M9B 4P7,Canada,Other - Public Services,1,Sq. Ft.
Glen Rouge Campground,34999755,7540 Kingston Rd,Scarborough,Ontario,M1N 4G1,Canada,Other - Public Services,150,Sq. Ft.
Glamorgan Park,34999752,50 ANTRIM CRES,Scarborough,Ontario,M1P 4S4,Canada,Other - Public Services,141,Sq. Ft.
Glebe Manor Square,34999753,190 MANOR RD E,Toronto,Ontario,M4S 1R8,Canada,Other - Public Services,1,Sq. Ft.
Hullmar Park Walkway,34999798,97 HULLMAR DR,North York,Ontario,M3N 2E2,Canada,Other - Public Services,1,Sq. Ft.
Humber Bay Park East,34999799,2223 Lake Shore Blvd W.,Etobicoke,Ontario,M8V 0B1,Canada,Other - Public Services,160,Sq. Ft.
HTO Park,34999796,339 Queens Quay West,Toronto,Ontario,M5V 1A2,Canada,Other - Public Services,178,Sq. Ft.
HTO Park West,34999797,375 QUEENS QUAY W,Toronto,Ontario,M5V 1A2,Canada,Other - Public Services,236,Sq. Ft.
Howard Talbot Park,34999794,635 EGLINTON AVE E,East York,Ontario,M4G 2K3,Canada,Other - Public Services,170,Sq. Ft.
Howard Talbot Park Clubhouse,34999795,194 HANNA RD,East York,Ontario,M4G 3N8,Canada,Other - Public Services,336,Sq. Ft.
Home Smith Park,34999792,100 Humber Blvd,Toronto,Ontario,M6N 2H7,Canada,Other - Public Services,174,Sq. Ft.
Howard Park Tennis Club,34999793,430 Parkside Dr.,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
Humberwood Park,34999806,850 HUMBERWOOD BLVD,Etobicoke,Ontario,M9W 7A6,Canada,Other - Public Services,1,Sq. Ft.
Huron Street Playground,34999807,495 HURON ST,Toronto,Ontario,M5R 2R3,Canada,Other - Public Services,173,Sq. Ft.
Humber Valley Rink,34999804,54 ANGLESEY BLVD,Etobicoke,Ontario,M9A 3B5,Canada,Other - Public Services,179,Sq. Ft.
Humberline Park,34999805,32 Humberline Dr,Etobicoke,Ontario,M9W 6T3,Canada,Other - Public Services,1,Sq. Ft.
Humber Valley Golf Course,34999802,300 ALBION RD,Etobicoke,Ontario,M9W 3P2,Canada,Other - Public Services,180,Sq. Ft.
Humber Valley Golf Service Building,34999803,11 ARMEL CRT,Etobicoke,Ontario,M9W 6L4,Canada,Other - Public Services,181,Sq. Ft.
Humber Bay Park West,34999800,2225 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 3X7,Canada,Other - Public Services,161,Sq. Ft.
Humber Bay Park West Trail,34999801,2283 Lake Shore Blvd W,Etobicoke,Ontario,M8V 1J1,Canada,Other - Public Services,1,Sq. Ft.
High Park Outdoor Ice Rink,34999782,1873 BLOOR ST W,Toronto,Ontario,M6P 3K7,Canada,Other - Public Services,172,Sq. Ft.
High Park Outdoor Pool,34999783,300 Colborne Lodge Dr.,Toronto,Ontario,M6P 2S3,Canada,Other - Public Services,1,Sq. Ft.
High Park Baseball Diamond,34999780,1873 Bloor St W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
High Park Lighting (Unmetered),34999781,1873 Bloor Street W,Toronto,Ontario,M6R 2Z3,Canada,Other - Public Services,1,Sq. Ft.
Hideaway Park,34999778,23 AUDLEY AVE,Toronto,Ontario,M4M 1P6,Canada,Other - Public Services,165,Sq. Ft.
High Park,34999779,1873 BLOOR ST W,Toronto,Ontario,M6P 3K7,Canada,Other - Public Services,168,Sq. Ft.
Heather Heights Park,34999776,125 MILFORD HAVEN DR,Scarborough,Ontario,M1G 3C9,Canada,Other - Public Services,1,Sq. Ft.
Hendon Park,34999777,50 HENDON AVE,North York,Ontario,M2M 1A2,Canada,Other - Public Services,164,Sq. Ft.
Hinder Property,34999790,61 DON RIVER BLVD,North York,Ontario,M2N 2M9,Canada,Other - Public Services,1,Sq. Ft.
Hodgson Middle School,34999791,276 DAVISVILLE AVE,Toronto,Ontario,M4S 1H2,Canada,Other - Public Services,175,Sq. Ft.
Hillcrest Park,34999788,950 DAVENPORT RD,Toronto,Ontario,M6G 2B7,Canada,Other - Public Services,163,Sq. Ft.
Hillsdale Ave Parkette,34999789,32 Hillsdale Ave E,Toronto,Ontario,M4S 2A8,Canada,Other - Public Services,1,Sq. Ft.
Highland Creek Community Park,34999786,4670 KINGSTON RD,Scarborough,Ontario,M1E 2P9,Canada,Other - Public Services,162,Sq. Ft.
